"Date","AKS","AM","COG","CPE","D","DVN","EQT","ESV","FOXF","GIG","GPOR","HES","MTDR","PE","PRAH","QEP","SABR","SE","SPWH","SRC","SWN","SYRG","WGP","USO","SPY"
"2016-04-06",5974400,351000,6151700,2071800,4226800,12189100,1649600,8787800,119700,517500,2387500,4509800,1242600,6077200,253200,3802300,1066400,8792500,360100,3179000,15896700,2565900,213900,45696600,91839800
"2016-04-05",5141700,407200,7657900,2132000,7976200,10035400,1463800,7662200,74700,316700,2586200,3202500,2038500,15530400,239400,4815800,1695400,13579900,601900,4328600,17874700,1526700,99400,42668400,99662200
"2016-04-04",5541300,512500,6589400,2545600,2013700,8820200,1145100,6664300,144700,892100,1913700,3484200,1463800,1650900,371900,3528200,2701800,3662800,491000,3289900,23401900,1501700,126000,38727100,63497000
"2016-04-01",6937000,512000,5176800,2358500,2347700,15199900,1268300,11640900,162900,185400,2194900,3415400,2577600,2078800,377100,3836600,1992500,3277400,314200,3809900,15694200,1423900,112800,40266100,114423500
"2016-03-31",10129200,636700,6860100,4431100,2717800,11418900,1354000,8736600,112900,174000,2632400,4264400,2820500,1694000,364600,6119000,2136600,3576500,399300,6571700,13028200,1927900,102800,32692400,94584100
"2016-03-30",8144500,528500,4798500,3477200,1958600,10610500,1506800,12190200,227000,251100,1988700,3270200,2476100,2711100,258600,4562100,1924500,2722400,393400,8896600,13043100,1315600,129900,36954600,86365300
"2016-03-29",8910700,1125000,4779600,3145200,2752800,12580000,2000900,51307600,192500,293300,3755900,4434900,1830100,2140500,723700,4159600,2334800,3578100,349800,2975400,18379400,1739100,155900,34974600,92922900
"2016-03-28",6880400,662900,5571600,1793900,1977000,9698900,1500900,8079500,107800,281900,2239900,3845300,1155100,1636100,600400,3345100,1239900,2609700,405000,3146400,8697000,1175000,71000,27248100,62408200
"2016-03-24",9782600,6348200,5672800,2776900,1594600,12753400,1887500,5397100,355700,323500,2128000,4212300,1980600,2023400,200600,3696100,1282600,4499200,1111000,2721800,10038400,2434300,119400,50576300,84360900
"2016-03-23",6416200,343700,5256500,2526800,1828700,14814600,1113400,6452100,126000,702700,3131600,4246500,1862700,1846100,279600,3404000,1043500,2393600,498800,2378900,9892100,1959300,68200,40194200,81052500
"2016-03-22",5242000,228900,5288200,1981900,3009400,10769100,1002200,4908800,156200,563600,2192500,3329400,1055500,1652100,271100,3672700,1473100,3973300,523500,2949900,12597200,1407000,151100,28287400,97471900
"2016-03-21",7011800,329700,7292600,3067400,2450600,13667600,1406400,4809000,319500,198400,3047200,4672000,1873700,1504400,254300,3309700,1751700,3121900,198500,2653400,11381700,1505800,91300,34995300,72926700
"2016-03-18",16142500,6281100,9133400,4083200,4697600,26829400,2607100,14510100,291100,305100,4729200,7381900,3070000,3075500,661100,8813100,1939000,12421500,245400,6391700,30901100,6917700,210300,38919600,138372400
"2016-03-17",13923300,961200,6494800,3029100,3286500,17461800,1177600,8533800,298300,206500,3464100,5931400,1919000,2441600,655800,5048100,1793600,4587000,134900,5916800,21251600,2474600,254800,41070700,134278500
"2016-03-16",9113600,815800,6480800,2492400,2903000,15702000,2207900,8663400,182800,431900,4171500,4016900,1741500,2264100,383100,5480200,3135500,4029300,54300,3706900,15321200,2171300,131500,38311700,129303200
"2016-03-15",7874400,820400,5829600,2066500,2094800,12384600,1242100,6607900,193500,135400,3196300,3496400,1189500,2057700,298400,5413500,1397200,5149000,82200,1946800,16661600,1884600,196400,35471100,93169100
"2016-03-14",7621600,1042200,5385600,3170700,1862600,12254800,1377300,7780800,291200,254700,2569100,4332600,1102500,1682300,450100,6173400,998200,5114300,85600,3164400,14838700,1824900,266900,37316700,73612000
"2016-03-11",11644300,1595400,5833000,3896800,1880100,19564400,1626800,7636800,1093300,337700,6045700,7686200,2378600,3059400,1009300,6604000,1562100,5435700,95700,3164000,19299700,1815900,291800,28144000,137964500
"2016-03-10",14420100,636300,12204300,3678800,2181900,18353900,1855800,13979600,115200,320800,21512000,5524200,2144200,2096200,336600,8335100,1663900,8385500,176200,4163000,22519800,2378200,99400,33089600,156838700
"2016-03-09",8306700,233000,22277900,5657300,2312400,14397800,1617800,12649700,99100,481600,3963400,4652700,2279500,3330700,582700,10502100,2176400,5731400,149600,5175100,22215200,2736600,207800,43985300,94801200
"2016-03-08",11277200,205300,8914100,4663000,3067600,16059700,2514500,15890800,171200,285200,4153700,5907300,7385100,3251200,668800,12879100,2414300,6959200,146400,5833900,27637300,4186100,204300,45700500,123974900
"2016-03-07",13566100,292200,12308700,5073100,2382500,21885000,4405200,15342000,293900,326200,4121500,8473500,3238500,7055800,589800,11204500,2267500,6370100,115700,4826700,38236100,3721300,141300,67097200,100219000
"2016-03-04",18957100,331100,10682000,23180600,2772700,21258900,5739400,22046500,73200,485700,4614400,7051900,2461400,5428700,743600,10966700,3225600,5743600,383600,5004800,46801500,4037000,359300,48973800,129293600
"2016-03-03",23724800,187200,10157200,5133200,3726400,17474400,2545200,15892600,860900,220500,3358700,5752600,2456300,5474700,1994700,18294500,2317900,6190500,95100,4705300,43384900,1742000,232800,34373900,95172200
"2016-03-02",16611300,193000,9646400,2001600,4450600,20265900,1807000,11709700,352600,444500,2777500,5048300,1662900,3353800,279500,15038300,2852900,3997000,217000,7553800,34072700,2199000,283100,49507900,102415000
"2016-03-01",5373200,202300,11277400,2244900,2510000,22698700,2054900,11301700,585600,663100,2676900,5232300,1806300,3831300,359700,15409900,8091800,4782700,222600,8389500,21615100,1816100,135500,47605400,141799700
"2016-02-29",7667100,255000,13897400,3290400,3622000,17878000,2878200,22879200,257800,602000,2923500,6697300,1399000,3028300,363500,43777700,5963800,6519600,202900,11153300,25981500,3382500,212500,50604400,125918100
"2016-02-26",5657300,297500,10950100,2103400,2800500,24943100,1756000,14314800,203300,719000,2745800,5549300,1146200,3085600,563700,7022700,12105800,3337500,91200,4038800,57151100,2000700,277100,58799400,129833700
"2016-02-25",4261700,142600,12465500,1806500,2114900,16421600,2093000,15456600,80000,139000,4759000,4257300,2186900,4975200,917400,7928900,1283500,4045200,93800,8504400,16897800,2163400,360200,39506700,110728300
"2016-02-24",5492600,176500,14559000,1425500,3482700,17820900,2285700,13500600,44900,253100,2261800,4909000,1854600,2270600,308200,4472000,2010700,5080200,143300,8139500,24126000,1496600,229100,48189900,150812200
"2016-02-23",3626700,128700,76176600,2327200,2559200,19387700,3650800,7011000,61400,196000,3838300,5151400,1698100,2191200,224300,5483200,1706100,5073100,136800,9229700,16140500,1940900,183600,62427200,111455300
"2016-02-22",4184900,542900,9209700,2298400,2529900,24330200,2955700,8216700,183400,396500,2852900,5400700,2121500,3451200,222700,4815500,2232200,6501500,112100,5663700,11728700,1944400,195300,53972100,103640300
"2016-02-19",2694000,158000,11493800,2314300,4156600,33916500,8707700,7112400,106300,337900,2882600,6160300,1757100,2417400,143200,6221900,1573400,6091200,228600,7481300,33705700,1329800,377100,47562600,114793000
"2016-02-18",4171000,228400,9190800,1751200,6190800,97177500,1287400,9360600,133600,208700,5191300,7996700,1436900,2707500,149700,5222900,3104200,6539400,215200,8344300,20475800,1943000,275400,55390100,102343000
"2016-02-17",8068100,625800,6714800,3261200,2584000,30662900,1836000,8352100,82900,415500,3081500,7811600,1839200,3380900,222800,5225500,5243800,6470400,119200,8041200,20467600,2184800,802200,60273400,136009500
"2016-02-16",3635800,221900,8950000,2199000,2385500,13772500,1866000,5428300,50300,580000,2275100,6583500,2467200,2469700,214300,5006100,3060100,8277300,222000,7027400,18446100,1460300,220900,48950000,120250700
"2016-02-12",5918200,237300,7248400,1177600,2942500,19887100,1117000,10442800,91100,792100,1649700,12408000,1857800,3368900,276900,4242900,2629300,5421100,278100,8923900,13930300,1769900,221700,67907200,127632400
"2016-02-11",4370000,534600,8201900,2820800,2868700,15209000,1677500,9491300,50500,728100,1991500,9707200,2977300,3018500,276800,4793000,5571600,8152700,126700,7276100,18761900,2832800,509400,95990700,219058900
"2016-02-10",4848100,545700,8300400,1307500,3266600,9868600,1944700,6877500,66100,794400,1594700,9993900,1097800,1712100,338900,4046300,7466800,8177100,110900,8438600,10615300,2168300,575800,64182800,148214100
"2016-02-09",5628200,406300,12782100,2122500,4020500,8871100,2289100,7842300,84700,1704300,2641000,8910000,1921800,2795900,501100,4845600,6806700,9486600,182100,5698600,17908100,2784200,586700,57812400,184513100
"2016-02-08",3008000,301600,13119600,2202400,5684700,9304900,2597600,7910800,88900,793800,4001700,14543500,2984100,3168600,294800,5155600,6680000,11090000,236800,7998600,29740900,3287900,308000,38298300,191526700
"2016-02-05",5037400,242200,8257900,2987000,3758900,9510100,2419300,11214900,208700,830800,2933700,40193500,3616000,4354500,258000,4842900,4617900,8814200,202400,5609000,21850300,3224300,137200,34847600,180788300
"2016-02-04",7299300,118400,10800800,3270900,4016100,11744100,4907300,9911500,61000,569800,3446100,10121600,2920400,3665500,181200,4879300,2267700,9923300,158600,4383100,17355200,2896000,298800,44985200,139531800
"2016-02-03",6790500,136700,9322800,2481100,5527100,12323100,3115900,7321300,108000,647100,2902000,10059700,2903800,2067300,405700,5120800,2464600,10445700,197900,4055500,17250900,1835500,344100,72246300,205054900
"2016-02-02",3475100,184300,15546800,2974200,6008700,7786100,3206900,7244900,75600,658600,3673100,7280400,1370600,1560400,244000,4756100,1926100,7633400,154400,3798100,19304900,1721000,796700,44437500,182564900
"2016-02-01",4459900,173400,9388000,3148200,10798600,8310500,3564600,8014600,171700,1244700,3248300,6180900,1450900,2911500,397600,4181000,2009600,8574000,232600,3646200,14403000,1976700,613300,48889800,136061600
"2016-01-29",4950200,185300,9220300,2690400,3498500,11270900,2241300,10388900,110000,797400,3012100,8134500,1602200,4295000,319300,5073900,1828500,8887200,329100,6923800,22569500,4916600,493100,47209700,210529300
"2016-01-28",3808000,87600,12925200,2241400,3579600,11272800,2136200,7465200,68800,440500,2708300,9889000,1928500,4649000,380300,4248200,3167600,7671100,253900,11254400,14844300,4116200,313100,66151100,143798800
"2016-01-27",7516000,67000,8959100,2175900,2320200,10952700,2119100,8538900,164300,211100,2948000,11428700,1427400,3070700,222200,4608100,1950900,9691400,295100,7684900,19788200,3963500,224300,71429700,185681700
"2016-01-26",8908600,224400,6170300,2528000,2075500,7529800,2458000,11200200,68800,158100,3026500,8791100,1652800,1964600,230700,3559900,1990400,9397800,177900,3613400,10903600,5225600,337900,51444800,141036800
"2016-01-25",4408600,357300,12120500,1746500,2287300,10370000,2412800,9318500,178900,502800,2945100,10090500,1863800,2339500,240500,4879200,2044200,9115500,174300,3198100,16055900,5260100,551500,55479000,130371700
"2016-01-22",4811700,304300,11941000,4578800,2118000,14612300,3849000,10926700,204800,498000,3950500,7601000,2990200,3004800,331000,5288800,2126500,12094800,197500,6896300,25657600,14412900,787000,62556200,168319600
"2016-01-21",3656800,528200,14184300,4263400,2268700,10875600,4510700,8132200,102900,190800,3813400,7468600,2321800,2512500,455500,10475600,2424800,10667500,317300,6303500,27239900,4199300,890100,87217400,195772900
"2016-01-20",6932800,635400,13646200,6641100,3773800,18600900,2841500,11812600,172600,879700,3262600,10518900,3958900,4640400,440500,6652600,4367200,14834500,308600,7466200,22418600,4534400,1230800,83215600,286547800
"2016-01-19",5528900,396800,11946100,1932100,3037000,9417700,2238900,8210300,147200,352200,2890900,6149500,1762300,2370000,363900,5736600,3467600,8811900,295300,7059300,19733700,2824400,393800,60322600,195244400
"2016-01-15",7843500,167300,9172200,1814000,3964200,9673400,1911800,5773300,116700,836400,3086700,6923600,2214700,4169500,412600,5443100,2935300,10061600,303900,9593000,19395300,4074900,421800,92820900,324846400
"2016-01-14",5940100,330600,9906800,2298700,3265900,8580900,2401700,8296600,229700,361400,3135000,7968400,3078300,3717700,254700,4430900,2077000,14718900,391100,5829100,24455200,5418200,567200,47627300,240795600
"2016-01-13",7968200,441900,10984300,2841700,3646500,11457100,2737500,10183700,92900,505200,3547800,7043000,2607400,1959300,247900,5674700,1967100,9474500,418900,4151000,23174400,3800300,578800,100555700,221168900
"2016-01-12",8375500,255200,10973900,2161900,4318300,14152100,2875300,10175300,100400,667900,3691700,6291100,2677800,3597700,337900,4268800,2041300,8001600,756100,5633700,27794100,6681100,307900,102085300,172330500
"2016-01-11",7810700,434800,13468500,4029300,3989700,10329800,4065900,8532400,252600,849000,3646300,6021500,2411900,2452600,377800,4735200,1244600,8471900,292200,3053800,19399900,2513300,440500,82280400,187941300
"2016-01-08",5243200,208100,9737100,2159500,5391500,8160500,3321200,6152600,128000,686500,2336600,3851900,4119800,2510700,339100,5748400,1349000,7103100,424300,3994700,16793500,6129000,241400,44688400,209817200
"2016-01-07",7076900,187900,8536800,2137800,4011800,11164900,2818400,10594500,153400,654900,3096600,4562900,1944100,3124600,168100,6387800,1595600,7394500,823100,4107700,21614400,2722000,214800,51997700,213436100
"2016-01-06",9103300,294800,10378100,1997400,2670700,7777700,2056100,14343700,153600,545100,2679600,7968400,1872500,2945600,436800,4612500,2717700,7235500,703400,2642300,29471800,2338600,270900,73087100,152112600
"2016-01-05",5589300,205800,11622200,1882900,2476000,6258100,1492800,6941000,121700,1190200,1745500,3143500,1748700,2893200,307800,3652200,5918300,9076200,574000,3795100,24616500,1856000,265300,32173600,110845800
"2016-01-04",6235400,257100,8618100,2187200,3896700,6770300,2262800,6917800,165700,1300000,3462400,3273600,1359600,2920600,367000,5057700,3148600,7733600,395200,2820000,27031600,1676800,215300,36236700,222353500
"2015-12-31",4737100,309300,4892800,1402700,2119200,4454100,1219700,3781800,101200,294500,2159300,2394700,1179000,3051300,357200,3435400,788500,4734800,250300,2649100,15863700,1372300,324100,30362300,114877900
"2015-12-30",6374400,272900,5881000,1398000,1634900,5265500,1431400,3353500,62500,312900,2889200,1932300,1063700,2058300,182400,2813200,856900,7750800,183800,1356100,15538200,1562100,267700,24796400,63317700
"2015-12-29",3922100,653900,6643500,1097300,1960500,5476400,1935800,3240000,88600,749400,3493900,1893500,846700,1552100,311100,2286800,1101000,5591300,165600,3593500,22169200,2099800,318800,23585200,92640700
"2015-12-28",3965800,498100,8086800,1182000,1807900,4816600,1774000,4117900,41400,918800,2093400,2298600,846100,1265200,585900,2763500,1262300,4637000,226400,3269100,19122400,1054800,323300,20495900,65899900
"2015-12-24",2868800,148500,4288400,931000,738400,3816900,904600,2713100,16100,380000,751500,1147100,421400,658100,50200,1959500,335300,2722900,90800,1019100,8183300,442600,237500,19038100,48542200
"2015-12-23",8122500,810600,9987100,2049500,2334700,10280800,1773900,8584000,34600,864200,2857800,3910500,1517400,1889900,126200,3470600,1384400,9529900,262200,3419300,24288000,1675900,398000,39354100,110987200
"2015-12-22",6673000,841200,6525200,2739600,1935800,8734100,2192800,7457700,99000,450500,1894100,3320200,1463500,3104500,179700,3966900,1700300,7919700,226500,3107800,20290200,1459300,395800,21942200,111026200
"2015-12-21",5550900,833100,14996100,4292700,2448800,7462700,2307300,7837000,111600,698100,3559800,5436300,1838700,4372000,209000,6367800,1191300,7995800,522300,2264700,28820800,3328400,470700,26532400,99094300
"2015-12-18",8679000,1523000,17859600,4980700,4921400,9366500,3455600,11423800,239200,968000,3634400,5523600,2502500,3737300,1846000,4639300,4837400,17511100,298200,5503600,39690100,6265000,292800,37112500,251393500
"2015-12-17",7011500,824400,10817000,2812900,2785500,15841400,2693800,5834200,86800,335800,3964400,4490000,2050300,4014600,527500,4719100,1427800,8707600,232100,3346500,18990600,3295200,426600,30064600,173092500
"2015-12-16",3799100,1081600,12689400,2459400,3215300,8350500,2700500,5618000,150700,447300,2776200,4409000,2100500,3981500,302400,3985800,1900500,7412100,240200,3219600,27835700,2689700,1040700,36387300,197017000
"2015-12-15",3873600,850700,13533300,2672400,2279300,7796000,3438100,9205400,133200,1970600,2090800,4095000,1081600,3896700,343000,5167100,1451700,7569000,257800,5016600,28801700,2776400,479400,35892100,154069600
"2015-12-14",4338300,1027300,9549300,1954200,2633100,11006400,2524000,7027300,75200,1335200,3180100,4079200,1421900,4513400,416200,5805300,1548200,9936400,222500,4455800,34611000,2560100,521100,39148200,182385200
"2015-12-11",5169000,720900,7928500,1923300,2105200,5925400,2567200,6518600,97700,1568400,2686100,4142200,1158800,4562600,309300,4309500,1670100,8220600,241900,3066200,31456600,1819500,403900,44460900,211173300
"2015-12-10",10280400,788400,5147500,3149700,1961000,6799700,2723000,5138500,57300,251700,1731000,3718700,1117200,11905800,151200,3099100,1206800,9930200,207500,2416300,13298000,1748600,379300,33745900,116128900
"2015-12-09",6889400,1075600,10066500,2120900,2855200,7916100,4377800,6291200,62400,259100,1722000,3336000,1529400,2042200,179200,4014000,1554800,13271700,146700,3604500,16906400,1440300,396400,38871100,162401500
"2015-12-08",7390200,878900,10015000,1786300,2956900,13144200,3509800,5545200,98900,411000,1829100,3666000,1595600,2974100,234800,3289000,1371700,14391800,200900,2789100,26908800,2007200,203600,39573700,103372400
"2015-12-07",7206800,924500,10307700,2714200,2880900,11420200,2175100,6521900,180600,940100,3094900,4956800,1852100,3436500,120300,4111400,1869600,14926900,211600,4253300,17867700,2004600,575500,53326400,102027100
"2015-12-04",7898500,943100,6483700,2436000,2827400,5912400,2046600,6801800,249100,734700,1904400,4964600,1219400,2367900,178800,3621100,1229200,8858200,212100,2880400,20865300,1804700,382500,41884500,192913900
"2015-12-03",7413100,951600,8860300,2047800,2918600,9820800,1489400,5655800,343000,602200,1989700,5252200,754800,1812500,280100,3256200,1982500,7991100,245600,2719700,21281600,1251500,443200,35997400,166224200
"2015-12-02",5559900,956300,7453400,2684300,2609200,4784000,2025800,5303100,259100,676300,2152100,3292700,1277000,2889900,260500,3898600,1220600,5916100,147600,4301100,18052600,2101000,410300,52543800,108441300
"2015-12-01",4051000,118400,5837500,1360600,2284800,3805200,1617200,5184100,287400,399300,1744400,2215700,818800,2326700,169100,2472700,1718400,6838200,297400,5316900,12322600,1113700,263300,19658700,97858400
"2015-11-30",3431600,146600,5618800,1688800,2550000,4405700,1508800,5065600,64800,243600,1619200,2273300,847000,2115300,228500,3505100,9981500,9227400,362800,4492700,21884600,1116300,174200,22160200,112822700
"2015-11-27",1683500,24100,2693800,1121300,824800,1170200,503900,1992800,23600,81700,708600,995600,434500,686700,126100,1045200,1291300,1629600,91100,1218800,7322700,336900,81300,10619600,37317800
"2015-11-25",5121700,164800,5516300,1791000,1364600,2294400,1365700,4771900,58000,164700,1666200,2001500,790300,1653400,85600,2912500,2394000,2739400,149900,1983300,8071100,1021600,204900,27117000,51980100
"2015-11-24",7009800,313300,9647000,3397300,1997900,3128000,1797200,4859700,85200,176700,3123800,2771500,1235400,2302700,205700,4093100,3108400,4119000,270000,2539700,15306600,958700,303800,25560200,98874400
"2015-11-23",7466300,291900,6439700,2127000,2079100,3055200,1432500,3374700,67600,208200,2936900,2097100,1780900,1667600,193900,2052800,1864400,4177500,364600,1980900,17285500,1037700,301900,29045200,64931200
"2015-11-20",6299500,159900,3577400,1860600,2918200,3969500,1379600,4044400,42700,209300,3724300,3401500,796900,1414900,167400,2001200,1337400,3820100,775300,2762700,15908500,1091600,234500,37776200,94011500
"2015-11-19",3249800,111500,2813600,2477900,1743600,3657400,1052200,5180600,31200,113800,1797200,2059200,1285400,1949000,220000,3202900,1608300,3739300,391400,2107200,16124600,1090800,270600,22457200,88220500
"2015-11-18",5409400,203100,4897500,2385300,2119200,3163400,2291200,6234500,166300,366700,2550200,2329100,921100,2219300,202100,3060300,1866700,4425600,291500,3572300,13712500,910500,185200,24754800,121342500
"2015-11-17",6020900,294400,6638500,1740400,2017800,3767100,2144400,5280200,155900,365400,2047500,2501100,1158600,1950500,363200,2095200,1805000,5405200,868400,2076000,16905500,960600,241600,22978800,121123700
"2015-11-16",5143800,244900,6209300,2946500,2454700,3911700,1461000,4917100,104600,361100,1610300,2414600,1388900,2400100,130600,1685700,2326500,5037300,255100,4656300,12968800,775000,176200,37787400,117645200
"2015-11-13",4498900,512400,5226200,3100100,2739100,5084900,992800,7138200,139200,653000,1210400,2179400,1264200,2642200,114000,2897600,3416800,4166800,638300,8252200,14569900,1206400,358200,34583500,153577100
"2015-11-12",3645300,349400,4032000,3763400,2380600,6082600,1265100,6268500,40800,148100,1517000,2747300,973700,2903900,114600,2711900,1979200,5667200,327900,1837400,15302200,1522500,192300,33567000,121315200
"2015-11-11",5084200,284200,7111500,6045100,1529400,4244200,1232700,5524400,76900,186000,1486100,3459900,1355000,2218000,169500,2555000,1657500,4877200,343400,1925500,16369700,1655200,409200,24154300,67846000
"2015-11-10",3644200,266500,4811300,18166400,2067000,5134400,1573800,5075000,73900,256800,1699200,2415400,1145100,2421200,165900,2895400,1902700,4586400,176100,3516800,12947200,933200,192800,15887800,75874600
"2015-11-09",3893100,259600,4243000,2497100,2458900,5301100,1298200,6597700,48700,325300,1494200,3114100,1145400,3093800,183900,2171800,2243100,4396900,235400,4881000,11960600,1398000,88200,22257700,131008700
"2015-11-06",4528800,384100,4929400,1828800,2883200,5704300,1178600,6243400,68400,281400,1843500,3044000,1523600,2548400,359100,2868400,3270200,5246600,375300,8318700,16527200,1322800,216400,22399700,110471500
"2015-11-05",6560100,540400,4827400,3242800,1595400,6390800,1775400,7494500,298100,236200,4027400,7542400,1931800,3004900,209200,2527300,9785700,5807700,435100,5720400,13040900,1466600,213600,26139000,78408700
"2015-11-04",8999900,687400,6828100,1756800,2375300,9572500,2117600,6697100,64600,510700,2106800,3905900,1209400,3537200,318800,2519500,1641400,5681300,249500,4029200,12545900,1180700,184900,25783000,96224500
"2015-11-03",16691100,290800,4435800,3561800,2710500,6572500,2389400,7565000,101400,352900,2478600,2945500,1546800,3350800,472200,2519800,1420800,5625100,210400,3179700,11947200,1399600,229000,36340300,95246100
"2015-11-02",8820700,534500,4495600,2492800,3052600,5430000,1426400,8015200,100000,603200,2138600,2984000,1360600,2155000,330600,3846600,1468600,3443400,228000,3335300,12683500,754300,323800,16075600,86270800
"2015-10-30",7632800,210100,7645200,1736900,2937600,5756500,2115900,6789000,122000,642700,1431900,3721600,1168300,2148200,289300,5124500,1567900,3714300,233400,3128700,13333100,819500,195900,19322300,131076900
"2015-10-29",5973100,276900,6022300,2315500,2861100,5636400,1853800,7580500,73500,581900,1071000,4218700,1836400,1767300,143400,5213500,3792100,2767000,173600,2179100,9053900,1122300,231100,21993700,90525500
"2015-10-28",10348600,258300,8273400,2502700,2160600,6544700,3411500,7372300,68000,482100,1816400,7166700,1511700,1709700,209000,4117200,1721500,5361900,375200,4136900,13516600,1341100,331400,48935900,135906700
"2015-10-27",8650000,598700,9717400,2033100,2262900,5464000,4462300,5675400,161700,1614100,2132100,4287200,1391800,2815600,321500,2961900,1590800,5421100,239200,2406100,14082400,1795300,285400,26384900,77905800
"2015-10-26",11450200,224900,8264100,1734900,2048400,3984500,2246100,5465700,126700,1415000,2366800,2256600,1515600,1933900,169700,3167100,1089500,3812500,373900,2678300,15816500,1584800,254200,21154500,69033000
"2015-10-23",4013700,516700,11113700,2914100,2154700,3300300,3675700,6471900,143100,901800,1802800,2159900,1630900,1830300,184700,2669200,926000,4160000,487900,1724000,25464700,1591200,187300,26774800,144442300
"2015-10-22",5465100,542400,6676600,3158200,2089900,4389200,3859000,4870300,43000,1316800,1808100,2721100,1099500,1339500,590800,3747800,970900,6836900,757100,4125700,17882500,1664300,445500,16625200,174911700
"2015-10-21",5694600,256900,4571600,2938100,2358200,6868500,1813000,5200400,35600,391700,1265100,1738500,941200,1030600,457000,3034000,1000200,4754300,118700,4443800,11870600,1263100,105100,26555000,102038000
"2015-10-20",4255300,113800,4519300,2527400,2308800,2997200,1072000,5565600,57800,1731100,1040200,3065200,1131100,2010300,139100,2656100,1474900,3175900,310300,3072000,10792400,1107300,163400,20257700,78448500
"2015-10-19",5178400,483900,4988800,2052700,1898600,4345200,1273400,4150500,48500,722500,1274000,2408000,1431200,1978000,135400,2519900,907200,3708900,366200,3168200,10626100,1466800,137100,21189800,76523900
"2015-10-16",4990400,464900,6281000,1815500,2018900,5118700,1110200,5988800,150600,261700,1327700,2151900,1212600,1908300,358800,2632800,938900,3793300,397900,3378000,11621900,1881900,182700,22381000,109692900
